Month,DayOfYear,Variety,City,Package,Low Price,High Price,Price
9,258,MIXED HEIRLOOM VARIETIES,DETROIT,1 1/9 bushel cartons,20.0,20.0,18.0
9,265,MIXED HEIRLOOM VARIETIES,DETROIT,1 1/9 bushel cartons,20.0,20.0,18.0
10,288,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
10,295,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
10,302,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
11,309,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
11,316,PIE TYPE,SAN FRANCISCO,bushel cartons,16.0,18.0,17.0
9,267,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,26.0,46.0
10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
11,316,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
11,316,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
10,281,MINIATURE,SAN FRANCISCO,bushel baskets,25.0,48.0,36.5
10,288,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
10,295,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
10,295,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
10,302,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,48.0,46.5
11,309,MINIATURE,SAN FRANCISCO,bushel baskets,45.0,45.0,45.0
9,265,MINIATURE,SAN FRANCISCO,bushel baskets,48.0,48.0,48.0
9,265,MINIATURE,SAN FRANCISCO,bushel baskets,48.0,55.0,51.5
9,272,MINIATURE,SAN FRANCISCO,bushel baskets,46.0,48.0,47.0
9,272,MINIATURE,SAN FRANCISCO,bushel baskets,46.0,55.0,50.5
9,267,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,26.0,46.0
10,274,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,20.0,40.0
10,281,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,288,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,295,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,302,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
11,309,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
11,316,MINIATURE,SAN FRANCISCO,1/2 bushel cartons,20.0,22.0,42.0
10,288,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,12.0,14.0,11.7
10,295,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
10,302,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
8,237,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
9,258,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,18.0,18.0,16.2
9,265,PIE TYPE,PHILADELPHIA,1 1/9 bushel cartons,18.0,22.0,18.0
9,267,MINIATURE,PHILADELPHIA,1/2 bushel cartons,17.0,18.0,35.0
10,274,MINIATURE,PHILADELPHIA,1/2 bushel cartons,18.0,18.0,36.0
10,274,MINIATURE,PHILADELPHIA,1/2 bushel cartons,17.0,18.0,35.0
10,281,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,15.0,30.0
10,288,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,18.0,33.0
10,295,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,18.0,34.0
10,302,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,18.0,34.0
11,309,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,18.0,34.0
8,237,MINIATURE,PHILADELPHIA,1/2 bushel cartons,18.0,20.0,38.0
9,258,MINIATURE,PHILADELPHIA,1/2 bushel cartons,16.0,16.0,32.0
9,265,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,16.0,31.0
9,272,MINIATURE,PHILADELPHIA,1/2 bushel cartons,15.0,18.0,33.0
9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.75,15.75,31.5
9,269,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.5,12.5,25.0
9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.75,30.75
9,270,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.5,15.0,27.5
9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.75,30.75
9,271,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.5,15.0,27.5
9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,13.75,15.0,28.75
9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,10.75,15.0,25.75
9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
9,272,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,15.0,15.0,30.0
9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,13.75,15.0,28.75
9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,10.75,15.0,25.75
9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
9,273,MINIATURE,ST. LOUIS,1/2 bushel cartons,12.0,12.0,24.0
